municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"110080 Candeias do Jamari";-;-;1;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"110090 Castanheiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;1;3;-;-;-;-;1;12
"110005 Cerejeiras";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;1;-;2;-;-;-;-;3;-;-;-;-;-;-;-;1;13
"110006 Colorado do Oeste";2;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;-;-;-;2;2;2;1;-;-;-;-;-;17
"110007 Corumbiara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;6
"110008 Costa Marques";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;6
"110094 Cujubim";-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;-;5;2;-;-;-;-;-;-;-;-;16
"110009 Espigão D'Oeste";-;-;-;-;1;-;11;-;-;-;-;-;1;-;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;4;-;-;1;3;4;-;1;3;17;9;3;3;6;-;-;-;-;1;76
"110100 Governador Jorge Teixeira";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;2;1;1;2;-;-;-;-;-;16
"110010 Guajará-Mirim";-;1;-;2;3;-;7;-;-;-;1;-;3;2;2;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;2;2;-;-;6;1;2;-;1;-;6;8;3;-;-;-;-;-;-;-;60
"110110 Itapuã do Oeste";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;2;-;1;-;-;2;-;-;-;-;-;10
"110011 Jaru";-;1;1;-;-;2;9;-;-;-;1;-;3;2;4;1;-;-;-;-;5;-;-;12;-;-;-;-;-;-;-;-;-;-;-;5;1;-;1;2;-;-;4;-;2;-;4;-;-;10;2;2;3;-;10;1;-;1;89
"110012 Ji-Paraná";1;3;2;7;10;2;40;1;2;1;6;2;11;5;15;1;1;-;1;1;6;20;2;5;3;2;2;2;2;2;2;1;2;2;-;17;4;-;29;7;1;-;9;7;6;2;29;3;28;38;22;12;11;1;-;-;38;8;437
"110013 Machadinho D'Oeste";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;3;-;-;8;1;-;-;-;-;-;-;-;18
"110120 Ministro Andreazza";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;5
"110130 Mirante da Serra";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"110140 Monte Negro";-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;-;-;-;-;-;-;9
"110014 Nova Brasilândia D'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;1;-;1;-;1;10;-;2;1;-;-;-;-;2;24
"110033 Nova Mamoré";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;2;-;2;1;-;-;-;-;1;12
"110143 Nova União";-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;2;-;1;-;-;2;1;1;-;-;-;-;-;-;15
"110050 Novo Horizonte do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"110015 Ouro Preto do Oeste";-;1;1;1;6;-;2;-;1;-;2;-;4;1;4;-;-;-;2;-;4;-;2;2;-;-;1;-;-;1;1;-;1;-;-;9;2;-;9;3;-;-;3;3;4;-;7;-;-;9;9;3;3;-;-;-;-;1;102
"110145 Parecis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"110018 Pimenta Bueno";-;1;-;4;2;1;11;-;-;-;-;-;1;1;2;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;-;-;-;-;8;1;-;-;3;-;-;6;4;3;-;3;2;4;9;1;2;5;-;-;-;-;1;80
"110146 Pimenteiras do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3
"110020 Porto Velho";6;12;2;22;30;22;152;11;9;7;24;13;73;34;64;9;2;-;15;3;51;12;12;29;18;8;5;9;4;4;25;3;9;8;2;105;31;3;621;55;1;-;137;74;97;9;260;40;287;315;264;50;82;31;13;2;111;8;3305
"110025 Presidente Médici";-;-;-;-;1;-;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;1;-;-;-;-;3;-;1;4;-;-;-;-;1;21
"110147 Primavera de Rondônia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3
"110026 Rio Crespo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;9
"110028 Rolim de Moura";-;-;-;1;1;1;6;-;-;-;1;-;7;3;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;1;-;-;-;1;4;-;1;-;-;9;1;1;1;-;-;-;-;1;50
"110029 Santa Luzia D'Oeste";-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;9
"110148 São Felipe D'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;5
"110149 São Francisco do Guaporé";-;-;-;1;2;-;1;-;-;-;-;-;2;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;4;1;-;1;-;-;-;1;-;3;6;1;4;5;-;2;-;-;-;41
"110032 São Miguel do Guaporé";-;-;-;-;-;1;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;9;-;4;4;-;-;-;-;1;25
"110150 Seringueiras";-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;2;-;1;-;-;4;1;1;2;-;-;-;-;1;19
"110155 Teixeirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;3;1;-;-;-;-;-;-;-;7
"110160 Theobroma";-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"110170 Urupá";-;-;-;-;1;-;2;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;2;-;2;2;-;1;2;-;-;-;-;-;18
"110175 Vale do Anari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"110180 Vale do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"110030 Vilhena";1;1;2;5;5;5;69;2;2;-;6;5;8;1;11;1;2;-;3;1;14;4;4;3;2;2;3;2;3;3;3;3;2;2;1;11;1;-;45;7;-;-;15;5;9;1;25;12;46;39;18;13;21;-;1;-;29;3;482
"120001 Acrelândia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;2;3;-;-;-;-;-;-;-;-;11
"120005 Assis Brasil";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;5
"120010 Brasiléia";-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;-;1;3;3;-;-;-;-;7;-;7;2;-;-;-;-;-;34
"120013 Bujari";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"120017 Capixaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;5
"120020 Cruzeiro do Sul";-;2;-;2;2;-;7;-;-;-;1;-;4;3;1;1;-;-;-;-;3;1;-;2;-;-;-;-;-;1;-;-;-;-;-;6;-;-;9;6;-;-;14;6;11;-;5;-;12;54;14;2;5;-;-;-;20;-;194
"120025 Epitaciolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"120030 Feijó";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;3;-;-;-;2;3;-;-;-;3;7;-;4;2;-;-;-;-;-;30
"120032 Jordão";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"120033 Mâncio Lima";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;10
"120034 Manoel Urbano";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;4
"120035 Marechal Thaumaturgo";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;11
"120038 Plácido de Castro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;-;2;15;1;2;1;-;-;-;-;-;27
"120080 Porto Acre";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"120039 Porto Walter";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;6
"120040 Rio Branco";4;6;3;5;13;9;87;2;4;1;10;5;29;14;24;2;-;-;13;1;25;20;4;16;15;15;5;2;17;4;14;3;3;14;2;40;3;1;279;24;3;2;66;29;35;4;188;10;71;193;123;58;64;-;2;1;69;8;1664
"120042 Rodrigues Alves";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;7;1;-;-;-;-;-;-;-;13
"120043 Santa Rosa do Purus";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;6
"120050 Sena Madureira";-;-;-;-;-;1;5;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;1;-;-;-;-;4;1;3;2;-;-;-;-;-;24
"120045 Senador Guiomard";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14;4;-;-;-;-;-;-;-;-;21
"120060 Tarauacá";-;-;-;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;2;-;2;-;-;7;1;1;-;-;-;-;-;-;22
"120070 Xapuri";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5;2;1;2;-;-;-;-;1;13
"130002 Alvarães";-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;12
"130006 Amaturá";-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;8
"130008 Anamã";-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"130010 Anori";-;1;-;1;-;-;1;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;13
"130014 Apuí";-;1;-;2;1;1;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;1;-;1;1;-;2;1;-;-;-;3;-;-;-;22
"130020 Atalaia do Norte";-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;11
"130030 Autazes";-;1;-;-;1;-;5;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;2;2;-;2;-;-;5;1;-;-;-;-;-;-;-;26
"130040 Barcelos";-;1;-;1;1;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;3;-;-;2;-;-;-;-;-;16
"130050 Barreirinha";-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;4;-;-;-;-;-;-;-;-;12
"130060 Benjamin Constant";-;1;-;-;1;-;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;-;-;-;-;-;-;-;12
"130063 Beruri";-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;1;-;1;-;-;4;-;-;-;-;-;-;-;-;15
"130068 Boa Vista do Ramos";-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;10
"130070 Boca do Acre";-;-;-;1;2;-;2;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;5;-;1;1;-;-;-;-;-;20
"130080 Borba";-;1;-;1;-;1;-;-;-;-;-;-;-;1;1;1;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;17
"130083 Caapiranga";-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;13
"130090 Canutama";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;4;-;-;-;-;-;-;-;-;11
"130100 Carauari";-;1;-;1;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;1;1;2;-;1;-;-;4;1;-;-;-;-;-;-;-;20
"130110 Careiro";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;-;-;11
"130120 Coari";-;1;-;-;-;1;-;-;-;-;-;-;-;1;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3;2;-;-;2;2;6;-;3;-;1;15;3;-;-;-;-;-;1;-;49
"130130 Codajás";-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;11
"130140 Eirunepé";-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;1;11
"130150 Envira";-;-;-;1;1;-;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;6;-;-;-;-;-;-;-;-;14
