municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"120039 Porto Walter";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"120040 Rio Branco";2;4;2;6;12;10;8;1;4;1;10;5;17;8;11;3;-;-;2;2;8;13;4;10;15;15;5;2;17;4;17;3;3;14;2;34;2;1;314;32;3;-;78;29;36;6;159;6;152;206;128;26;29;-;2;1;119;1;1604
"120042 Rodrigues Alves";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;7;1;-;-;-;-;-;-;-;13
"120043 Santa Rosa do Purus";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;6
"120050 Sena Madureira";-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;2;2;-;-;-;-;4;1;3;2;-;-;-;-;-;22
"120045 Senador Guiomard";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;4;-;-;-;-;-;-;-;-;9
"120060 Tarauacá";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;2;-;2;-;-;7;2;1;-;-;-;-;-;-;20
"120070 Xapuri";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;5;2;-;-;-;-;-;-;-;11
"130002 Alvarães";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;12
"130006 Amaturá";-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"130020 Atalaia do Norte";-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;2;-;2;-;-;1;-;2;-;-;-;-;-;-;-;-;15
"130083 Caapiranga";-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;12
"130130 Codajás";-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;2;-;-;-;-;3;-;-;-;-;-;-;-;-;14
"130150 Envira";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;6;-;-;-;-;-;-;-;-;12
"130165 Guajará";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;-;1;-;-;5;-;-;-;-;-;-;-;-;16
"130220 Juruá";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;-;-;-;7;-;-;-;-;-;-;-;-;13
"130260 Manaus";10;22;6;29;60;16;68;6;16;6;33;20;79;47;57;23;3;-;24;7;59;28;53;48;84;76;62;61;72;33;69;32;59;79;20;161;20;8;2205;156;28;12;327;198;237;42;736;322;678;1081;695;88;169;23;2;6;266;11;8838
"130280 Maraã";-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;1;-;1;4;-;-;-;-;-;-;-;-;14
"130330 Novo Aripuanã";-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;1;-;-;-;1;4;-;-;-;-;-;-;-;-;14
"130360 Santa Isabel do Rio Negro";-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;7
"130370 Santo Antônio do Içá";-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;-;-;6;-;-;-;-;-;-;-;-;16
"130400 Silves";-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;13
"130406 Tabatinga";1;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;4;-;-;1;-;-;-;1;-;1;3;1;1;2;-;-;-;-;1;24
"130440 Urucurituba";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;7;-;-;-;-;-;-;-;-;12
"140005 Alto Alegre";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;3;-;-;-;1;2;-;-;-;-;-;-;-;-;11
"140010 Boa Vista";1;1;1;2;8;2;7;-;2;2;4;2;3;-;6;2;-;-;1;-;5;3;2;5;4;4;5;4;3;2;3;5;5;4;1;21;2;1;650;29;-;-;56;42;47;5;175;2;265;88;132;12;8;-;1;-;-;1;1636
"140015 Bonfim";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"140020 Caracaraí";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;1;-;1;-;-;3;-;-;-;-;-;-;-;-;10
"140023 Caroebe";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"140030 Mucajaí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;8
"140040 Normandia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;5
"140045 Pacaraima";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3;-;-;-;-;4;-;-;-;11
"140047 Rorainópolis";-;-;-;-;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;-;-;2;-;2;-;-;-;-;9;3;-;-;-;-;-;-;-;27
"140050 São João da Baliza";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6;-;1;-;-;-;-;-;-;8
"140060 São Luiz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;9
"150010 Abaetetuba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;2;14
"150040 Alenquer";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;1;1;-;1;-;-;4;-;1;3;-;-;-;-;-;17
"150060 Altamira";-;1;-;1;2;-;-;1;1;-;1;1;2;1;-;1;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;9;1;-;50;4;1;-;11;2;4;1;1;26;15;30;30;4;4;-;-;-;21;2;232
"150080 Ananindeua";-;-;-;-;3;1;-;1;-;-;2;1;2;-;-;-;-;-;1;1;1;-;1;1;-;-;-;1;-;-;-;-;-;5;-;8;2;-;180;1;-;-;11;-;2;3;38;32;81;53;72;6;3;-;-;-;2;-;515
"150130 Barcarena";-;-;1;-;1;1;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11;-;-;11;14;23;1;57;8;49;108;27;-;-;-;-;-;2;-;319
"150140 Belém";1;6;1;5;22;3;9;1;3;4;5;4;12;14;18;5;1;-;6;7;11;-;5;5;4;4;1;2;-;2;109;-;1;1;-;88;4;4;1406;74;4;-;140;130;148;13;428;45;334;214;266;8;17;-;-;5;115;3;3718
"150180 Breves";-;1;-;-;2;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;6;1;-;41;12;-;-;5;10;4;4;37;3;39;15;26;2;-;-;-;-;-;2;217
"150190 Bujaru";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"150220 Capanema";-;1;-;-;1;1;-;-;-;-;1;-;1;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;11;-;-;1;54;-;-;-;-;-;-;1;-;-;2;-;84
"150270 Conceição do Araguaia";-;-;-;2;1;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;4;-;-;4;4;5;-;-;-;-;4;5;-;-;-;-;-;-;-;36
"150330 Igarapé-Miri";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;5;-;-;-;-;-;-;-;-;9
"150345 Ipixuna do Pará";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150375 Jacareacanga";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;6
"150390 Juruti";-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;-;-;4;-;-;-;-;3;-;17;-;-;-;10;-;-;-;-;-;-;-;46
"150420 Marabá";-;-;-;-;3;1;-;-;-;-;1;1;3;-;-;-;-;-;-;-;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;7;1;-;90;5;-;-;9;5;7;4;20;33;33;32;37;2;5;-;-;-;-;2;306
"150442 Marituba";-;1;-;2;1;-;-;-;-;-;1;-;1;1;-;1;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;14;2;2;-;3;3;5;-;15;3;12;12;13;-;-;-;-;-;25;-;124
"150550 Paragominas";-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;4;-;-;-;2;26;10;-;26;-;-;-;-;-;-;-;74
"150613 Redenção";-;1;-;1;1;-;-;1;1;-;1;-;2;-;-;1;-;-;1;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;7;1;-;50;6;1;-;12;6;5;4;35;10;35;49;31;9;4;1;-;-;43;2;326
"150620 Salinópolis";-;-;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;4;1;2;-;2;-;5;5;4;-;-;-;-;-;-;-;31
"150640 Santa Cruz do Arari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150680 Santarém";-;-;-;1;-;2;-;1;-;1;1;1;2;1;-;-;1;-;1;-;2;-;2;2;1;1;1;-;-;2;1;1;1;1;1;6;4;-;55;22;1;-;10;15;11;4;45;37;53;-;41;1;1;-;-;-;32;2;368
"150700 Santo Antônio do Tauá";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;-;1;-;-;2;-;-;-;-;-;-;-;-;10
"150795 Tailândia";-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;15;1;1;-;3;-;1;-;7;-;7;29;5;-;-;-;-;-;-;-;78
"150810 Tucuruí";-;1;-;1;1;-;-;-;-;1;1;1;2;1;1;1;-;-;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4;2;-;42;6;-;2;7;4;26;1;8;-;14;16;20;-;-;-;-;-;-;2;170
"160020 Calçoene";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"160023 Ferreira Gomes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"160027 Laranjal do Jari";-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;10;1;-;-;1;1;4;-;1;-;1;6;2;-;-;-;-;-;-;-;34
"160030 Macapá";-;2;2;6;6;6;4;2;4;1;10;3;7;5;9;4;3;-;1;1;4;-;5;5;1;-;1;1;1;1;1;-;1;1;1;20;4;1;254;31;-;-;26;19;25;1;84;1;25;117;73;29;-;-;-;1;75;-;885
"160040 Mazagão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;5
"160050 Oiapoque";-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;7
"160060 Santana";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;30;9;-;-;1;12;2;-;-;-;8;13;8;-;-;-;-;-;-;-;88
"160005 Serra do Navio";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;7
"160070 Tartarugalzinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"160080 Vitória do Jari";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170070 Alvorada";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;1;-;-;-;2;-;2;6;1;-;-;-;-;-;-;-;18
"170200 Araguaçu";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;2;-;8;6;-;-;-;-;-;-;-;-;22
"170210 Araguaína";-;2;1;6;6;3;3;-;-;1;4;1;6;2;2;2;-;-;4;2;8;-;2;7;1;1;1;1;-;1;1;-;-;1;1;13;2;-;244;23;7;1;26;7;37;3;74;5;46;180;66;3;7;-;1;2;25;2;844
"170230 Arapoema";-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;2;4;9;-;-;-;-;-;-;-;-;23
"170240 Arraias";1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;1;2;-;-;2;-;-;3;-;-;-;1;-;-;-;-;17
"170255 Augustinópolis";1;1;1;2;1;1;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;27;5;-;-;2;-;7;-;10;-;-;10;4;4;1;-;-;-;-;1;84
"170930 Guaraí";-;-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7;5;-;-;2;2;3;-;6;-;3;5;2;1;1;-;-;-;-;-;42
"170950 Gurupi";-;-;1;2;3;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;9;-;-;110;7;-;-;6;5;10;2;39;-;39;58;23;-;-;-;-;-;18;-;339
"171320 Miracema do Tocantins";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;10;2;-;-;1;1;2;-;1;-;-;4;3;-;1;-;-;-;-;-;33
